datetime,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2023-12-18 14:30:00+00:00,472.5249938964844,472.6499938964844,470.79998779296875,470.9800109863281,29780492
2023-12-18 18:30:00+00:00,472.010009765625,472.9800109863281,471.95001220703125,472.5299987792969,24167610
2023-12-19 14:30:00+00:00,473.9700012207031,474.4750061035156,472.45001220703125,472.5299987792969,28651433
2023-12-19 18:30:00+00:00,474.82000732421875,474.9200134277344,473.7701110839844,473.9800109863281,18659784
2023-12-20 14:30:00+00:00,475.57000732421875,475.8949890136719,473.92498779296875,473.92999267578125,23275647
2023-12-20 18:30:00+00:00,467.9800109863281,475.760009765625,467.82000732421875,475.57000732421875,61095776
2023-12-21 14:30:00+00:00,470.0950012207031,472.44000244140625,468.8399963378906,471.3299865722656,45085848
2023-12-21 18:30:00+00:00,472.69000244140625,472.9750061035156,469.7900085449219,470.1000061035156,27220890
2023-12-22 14:30:00+00:00,474.6000061035156,475.3800048828125,473.6199951171875,474.0,31303134
2023-12-22 18:30:00+00:00,473.6199951171875,474.70001220703125,471.70001220703125,474.5899963378906,27062542
2023-12-26 14:30:00+00:00,475.3113098144531,475.4599914550781,473.989990234375,474.07000732421875,22195937
2023-12-26 18:30:00+00:00,475.5899963378906,476.5799865722656,475.1400146484375,475.30999755859375,23401153
2023-12-27 14:30:00+00:00,476.2398986816406,476.6600036621094,475.0799865722656,475.44000244140625,26217731
2023-12-27 18:30:00+00:00,476.510009765625,476.57000732421875,474.8900146484375,476.25,29743880
2023-12-28 14:30:00+00:00,477.0400085449219,477.5,476.42999267578125,476.8800048828125,24298715
2023-12-28 18:30:00+00:00,476.6700134277344,477.54998779296875,476.260009765625,477.0382080078125,34351581
2023-12-29 14:30:00+00:00,474.5,477.0299987792969,473.29998779296875,476.489990234375,46699920
2023-12-29 18:30:00+00:00,475.3500061035156,475.8900146484375,474.4750061035156,474.489990234375,48078301
2024-01-02 14:30:00+00:00,472.6604919433594,473.6700134277344,471.29998779296875,472.5400085449219,45462042
2024-01-02 18:30:00+00:00,472.6000061035156,472.9596862792969,470.489990234375,472.6600036621094,48394918
2024-01-03 14:30:00+00:00,470.3299865722656,470.9599914550781,468.7099914550781,470.5,46968362
2024-01-03 18:30:00+00:00,468.7300109863281,471.19000244140625,468.1700134277344,470.3399963378906,42828802
2024-01-04 14:30:00+00:00,469.3200988769531,470.9599914550781,468.1099853515625,468.29998779296875,29501084
2024-01-04 18:30:00+00:00,467.2699890136719,469.4700012207031,467.04998779296875,469.3299865722656,38818963
2024-01-05 14:30:00+00:00,467.8599853515625,470.44000244140625,466.67999267578125,467.489990234375,48659289
2024-01-05 18:30:00+00:00,467.9599914550781,468.9800109863281,466.42999267578125,467.85009765625,27625465
2024-01-08 14:30:00+00:00,471.37969970703125,471.7200012207031,468.29998779296875,468.42999267578125,32945228
2024-01-08 18:30:00+00:00,474.55999755859375,474.75,471.3599853515625,471.375,34244941
2024-01-09 14:30:00+00:00,473.79998779296875,474.92999267578125,471.3500061035156,471.8699951171875,33735333
2024-01-09 18:30:00+00:00,473.8500061035156,474.6698913574219,472.92999267578125,473.80999755859375,25836426
2024-01-10 14:30:00+00:00,475.29998779296875,475.9299011230469,473.8699951171875,474.1600036621094,27477920
2024-01-10 18:30:00+00:00,476.5199890136719,477.4480895996094,475.17999267578125,475.30999755859375,29063691
2024-01-11 14:30:00+00:00,474.75,478.1199951171875,472.260009765625,477.5899963378906,45891151
2024-01-11 18:30:00+00:00,476.3299865722656,476.97900390625,474.610107421875,474.760009765625,25715338
2024-01-12 14:30:00+00:00,476.6299133300781,478.6000061035156,475.2300109863281,477.8399963378906,32570012
2024-01-12 18:30:00+00:00,476.6600036621094,477.3399963378906,475.760009765625,476.6400146484375,20202201
2024-01-16 14:30:00+00:00,475.0050048828125,476.60980224609375,473.4700012207031,475.5,43663335
2024-01-16 18:30:00+00:00,474.94000244140625,475.20001220703125,473.1098937988281,475.010009765625,31290701
2024-01-17 14:30:00+00:00,470.69000244140625,472.7900085449219,470.45001220703125,471.7300109863281,36552610
2024-01-17 18:30:00+00:00,472.2799987792969,472.6099853515625,469.8699951171875,470.69000244140625,25025223
2024-01-18 14:30:00+00:00,472.7300109863281,475.0299987792969,472.4200134277344,474.010009765625,42573982
2024-01-18 18:30:00+00:00,476.4700012207031,477.05999755859375,472.70001220703125,472.9100036621094,36681685
2024-01-19 14:30:00+00:00,480.9599914550781,481.0,476.94000244140625,477.6499938964844,53902289
2024-01-19 18:30:00+00:00,482.4100036621094,482.54998779296875,480.94000244140625,480.9501037597656,40328947
2024-01-22 14:30:00+00:00,482.8900146484375,485.2200012207031,482.7799987792969,484.0703125,41904249
2024-01-22 18:30:00+00:00,483.51019287109375,484.20001220703125,482.8599853515625,482.8999938964844,25987724
2024-01-23 14:30:00+00:00,483.7508850097656,484.3736877441406,482.8900146484375,484.010009765625,23964353
2024-01-23 18:30:00+00:00,484.8800048828125,485.1050109863281,483.5613098144531,483.760009765625,19729790
2024-01-24 14:30:00+00:00,488.0299987792969,488.7699890136719,486.409912109375,487.44000244140625,35909571
2024-01-24 18:30:00+00:00,485.3599853515625,488.04998779296875,485.010009765625,488.0299987792969,36114603
2024-01-25 14:30:00+00:00,486.27398681640625,488.30499267578125,486.0799865722656,487.0,36964464
2024-01-25 18:30:00+00:00,488.0,488.0400085449219,485.489990234375,486.25,26684643
2024-01-26 14:30:00+00:00,487.4200134277344,489.1199951171875,486.7099914550781,487.5899963378906,35972344
2024-01-26 18:30:00+00:00,487.4599914550781,488.1499938964844,486.5400085449219,487.4100036621094,23786495
2024-01-29 14:30:00+00:00,488.4299011230469,488.5899963378906,487.1700134277344,487.7300109863281,23837584
2024-01-29 18:30:00+00:00,491.260009765625,491.4150085449219,488.1311950683594,488.3999938964844,26430775
2024-01-30 14:30:00+00:00,490.91400146484375,491.4800109863281,490.1300048828125,490.55999755859375,28701435
2024-01-30 18:30:00+00:00,490.8599853515625,491.6199951171875,490.4599914550781,490.9200134277344,20364931
2024-01-31 14:30:00+00:00,487.20001220703125,489.081298828125,486.3399963378906,488.6199951171875,32638839
2024-01-31 18:30:00+00:00,482.9200134277344,489.0,482.8999938964844,487.2099914550781,71493545
2024-02-01 14:30:00+00:00,487.0199890136719,488.239990234375,483.79998779296875,485.25,51407796
2024-02-01 18:30:00+00:00,489.2300109863281,489.2300109863281,486.3800048828125,487.0400085449219,28621018
2024-02-02 14:30:00+00:00,493.75,494.6600036621094,489.29998779296875,489.6499938964844,52176335
2024-02-02 18:30:00+00:00,494.2699890136719,496.04998779296875,493.3139953613281,493.75,34028156
2024-02-05 14:30:00+00:00,492.6000061035156,493.5249938964844,490.2300109863281,493.25,40496231
2024-02-05 18:30:00+00:00,492.5799865722656,494.1700134277344,492.5199890136719,492.6099853515625,26560697
2024-02-06 14:30:00+00:00,492.9200134277344,494.32000732421875,492.04998779296875,493.5199890136719,30486908
2024-02-06 18:30:00+00:00,493.9700012207031,494.0400085449219,492.1099853515625,492.9549865722656,20565983
2024-02-07 14:30:00+00:00,498.20001220703125,498.2049865722656,495.3599853515625,496.2900085449219,38616830
2024-02-07 18:30:00+00:00,498.04998779296875,498.5299987792969,497.6099853515625,498.2099914550781,23919353
2024-02-08 14:30:00+00:00,498.0450134277344,498.3500061035156,497.260009765625,498.1000061035156,22886249
2024-02-08 18:30:00+00:00,498.3999938964844,498.7099914550781,497.5801086425781,498.0400085449219,22261693
2024-02-09 14:30:00+00:00,500.7349853515625,500.8299865722656,498.489990234375,498.8399963378906,30539893
2024-02-09 18:30:00+00:00,501.17999267578125,501.6499938964844,500.4800109863281,500.75,23659314
2024-02-12 14:30:00+00:00,502.55999755859375,503.5,501.0199890136719,501.1700134277344,21254541
2024-02-12 18:30:00+00:00,500.95001220703125,502.6099853515625,500.239990234375,502.57000732421875,24625570
2024-02-13 14:30:00+00:00,494.2301025390625,495.8500061035156,493.2200012207031,494.25,47730652
2024-02-13 18:30:00+00:00,494.1400146484375,494.29998779296875,490.7149963378906,494.2300109863281,51496935
2024-02-14 14:30:00+00:00,495.95001220703125,497.989990234375,494.3999938964844,496.7900085449219,34188298
2024-02-14 18:30:00+00:00,498.625,499.07000732421875,495.2200012207031,495.95001220703125,29125105
2024-02-15 14:30:00+00:00,501.4599914550781,501.489990234375,498.7950134277344,499.2900085449219,29241681
2024-02-15 18:30:00+00:00,501.95001220703125,502.20001220703125,500.9049987792969,501.4700012207031,25460253
2024-02-16 14:30:00+00:00,501.6600036621094,502.4599914550781,498.75,501.5400085449219,40543173
2024-02-16 18:30:00+00:00,499.489990234375,502.8699951171875,498.9800109863281,501.6700134277344,25245237
2024-02-20 14:30:00+00:00,495.20001220703125,498.4100036621094,494.45001220703125,497.8599853515625,34618171
2024-02-20 18:30:00+00:00,496.7349853515625,496.8800048828125,494.75,495.20001220703125,29546877
2024-02-21 14:30:00+00:00,495.2900085449219,496.30499267578125,494.4100036621094,495.5799865722656,22068112
2024-02-21 18:30:00+00:00,497.19000244140625,497.3699951171875,493.55999755859375,495.2950134277344,28321782
2024-02-22 14:30:00+00:00,506.81500244140625,506.8599853515625,503.0199890136719,503.42999267578125,38896715
2024-02-22 18:30:00+00:00,507.5299987792969,508.489990234375,506.739990234375,506.82000732421875,31661182
2024-02-23 14:30:00+00:00,508.9200134277344,510.1300048828125,507.1000061035156,509.2699890136719,29204286
2024-02-23 18:30:00+00:00,507.82000732421875,509.05999755859375,507.6300048828125,508.92999267578125,23544946
2024-02-26 14:30:00+00:00,506.6199951171875,508.75,506.45001220703125,508.3699951171875,20895760
2024-02-26 18:30:00+00:00,505.989990234375,507.3999938964844,505.8599853515625,506.6499938964844,23422632
2024-02-27 14:30:00+00:00,505.2200012207031,506.6050109863281,504.75,506.5400085449219,20894500
2024-02-27 18:30:00+00:00,506.8999938964844,507.1600036621094,505.1099853515625,505.2300109863281,20756507
2024-02-28 14:30:00+00:00,506.4960021972656,506.8550109863281,504.9599914550781,505.3299865722656,24690049
2024-02-28 18:30:00+00:00,506.19000244140625,506.7799987792969,505.1776123046875,506.5,24521991
2024-02-29 14:30:00+00:00,507.75,508.8454895019531,505.3500061035156,508.07000732421875,32056099
2024-02-29 18:30:00+00:00,508.0,509.739990234375,507.16400146484375,507.7300109863281,34870576
2024-03-01 14:30:00+00:00,512.1300048828125,512.239990234375,508.55999755859375,508.9800109863281,33345485
2024-03-01 18:30:00+00:00,512.8499755859375,513.2899780273438,511.9800109863281,512.1286010742188,26904866
2024-03-04 14:30:00+00:00,512.6199951171875,513.1799926757812,512.0,512.030029296875,20347845
2024-03-04 18:30:00+00:00,512.25,514.2000122070312,512.1699829101562,512.5999755859375,23465130
2024-03-05 14:30:00+00:00,507.70001220703125,510.70001220703125,506.9599914550781,510.239990234375,33716712
2024-03-05 18:30:00+00:00,507.1400146484375,508.1000061035156,504.9100036621094,507.70001220703125,33539782
2024-03-06 14:30:00+00:00,511.8599853515625,512.0689697265625,508.4200134277344,510.54998779296875,29480290
2024-03-06 18:30:00+00:00,509.80999755859375,511.9200134277344,508.5199890136719,511.8699951171875,31763724
2024-03-07 14:30:00+00:00,514.97998046875,514.989990234375,512.1799926757812,513.1400146484375,30677159
2024-03-07 18:30:00+00:00,514.8599853515625,515.8900146484375,514.0700073242188,514.989990234375,22068076
2024-03-08 14:30:00+00:00,512.3300170898438,518.2200927734375,512.0599975585938,515.4400024414062,46658320
2024-03-08 18:30:00+00:00,511.760009765625,514.4600219726562,511.1300048828125,512.4400024414062,29232997
2024-03-11 13:30:00+00:00,511.239990234375,511.3399963378906,508.5,510.4800109863281,31758286
2024-03-11 17:30:00+00:00,511.25,511.8800048828125,510.30999755859375,511.239990234375,20217452
2024-03-12 13:30:00+00:00,514.9182739257812,516.5349731445312,510.8599853515625,513.4500122070312,42597378
2024-03-12 17:30:00+00:00,516.8099975585938,517.3800048828125,514.8900146484375,514.9298706054688,22393017
2024-03-13 13:30:00+00:00,517.14501953125,517.2100830078125,515.6699829101562,517.1099853515625,25229172
2024-03-13 17:30:00+00:00,515.989990234375,517.2899780273438,514.489990234375,517.1300048828125,22868007
2024-03-14 13:30:00+00:00,513.1799926757812,517.125,513.0499877929688,516.969970703125,43645353
2024-03-14 17:30:00+00:00,514.9400024414062,515.1900024414062,511.82000732421875,513.1900024414062,47854718
2024-03-15 13:30:00+00:00,509.32000732421875,511.70001220703125,508.3599853515625,510.2099914550781,61119020
2024-03-15 17:30:00+00:00,509.75,510.5450134277344,509.0400085449219,509.3299865722656,30739494
2024-03-18 13:30:00+00:00,514.2000122070312,515.47998046875,513.260009765625,514.0,31631332
2024-03-18 17:30:00+00:00,512.8699951171875,514.4000244140625,512.4400024414062,514.2100219726562,33766253
2024-03-19 13:30:00+00:00,514.8499755859375,515.4500122070312,511.1199951171875,512.1500244140625,30343311
2024-03-19 17:30:00+00:00,515.760009765625,515.9949951171875,514.22998046875,514.8599853515625,22834907
2024-03-20 13:30:00+00:00,515.4249877929688,516.4400024414062,515.2100219726562,515.77001953125,18358063
2024-03-20 17:30:00+00:00,520.4199829101562,520.6199951171875,515.0800170898438,515.4099731445312,42463974
2024-03-21 13:30:00+00:00,523.3900146484375,524.1099853515625,522.7650146484375,523.3900146484375,29853898
2024-03-21 17:30:00+00:00,522.1010131835938,523.5499267578125,521.9099731445312,523.3699951171875,22832441
2024-03-22 13:30:00+00:00,522.042724609375,522.4400024414062,520.969970703125,522.1099853515625,25106178
2024-03-22 17:30:00+00:00,521.27001953125,522.60498046875,521.1199951171875,522.0449829101562,26309217
2024-03-25 13:30:00+00:00,520.5150146484375,520.8900146484375,519.6099853515625,519.7999877929688,20266272
2024-03-25 17:30:00+00:00,519.8099975585938,520.9500122070312,519.6699829101562,520.52001953125,19364063
2024-03-26 13:30:00+00:00,520.8599853515625,521.5800170898438,520.6500244140625,521.22998046875,19551197
2024-03-26 17:30:00+00:00,518.6699829101562,521.0499877929688,518.4000244140625,520.8624267578125,31417509
2024-03-27 13:30:00+00:00,520.3250122070312,521.780029296875,519.4849853515625,521.7100219726562,29570127
2024-03-27 17:30:00+00:00,523.1699829101562,523.2000122070312,519.8400268554688,520.3300170898438,37160738
2024-03-28 13:30:00+00:00,523.125,523.72998046875,522.780029296875,523.2100219726562,35525967
2024-03-28 17:30:00+00:00,523.1300048828125,524.6099853515625,522.9199829101562,523.125,33966625
2024-04-01 13:30:00+00:00,521.6099853515625,524.3800048828125,520.969970703125,523.8300170898438,35073971
2024-04-01 17:30:00+00:00,522.219970703125,522.7999877929688,521.3800048828125,521.6199951171875,17551554
2024-04-02 13:30:00+00:00,517.6699829101562,518.4600219726562,516.47998046875,518.239990234375,36007819
2024-04-02 17:30:00+00:00,518.8499755859375,518.97998046875,517.3499755859375,517.6699829101562,29002775
2024-04-03 13:30:00+00:00,520.6199951171875,520.9500122070312,517.6649780273438,517.719970703125,27051951
2024-04-03 17:30:00+00:00,519.3599853515625,520.7999877929688,517.77001953125,520.6300048828125,26167103
2024-04-04 13:30:00+00:00,523.1699829101562,523.8673706054688,522.3599853515625,523.52001953125,26045339
2024-04-04 17:30:00+00:00,513.0499877929688,523.1900024414062,512.7550048828125,523.1699829101562,63151268
2024-04-05 13:30:00+00:00,519.260009765625,520.4400024414062,514.010009765625,514.4600219726562,42516762
2024-04-05 17:30:00+00:00,518.4000244140625,519.594970703125,516.969970703125,519.260009765625,24882910
2024-04-08 13:30:00+00:00,519.2750244140625,520.1799926757812,517.8900146484375,519.1500244140625,23828027
2024-04-08 17:30:00+00:00,518.6699829101562,519.7000122070312,518.22998046875,519.280029296875,19070263
2024-04-09 13:30:00+00:00,517.1599731445312,520.75,514.3499755859375,520.5,33616467
2024-04-09 17:30:00+00:00,519.2999877929688,519.4400024414062,515.7100219726562,517.1699829101562,25968292
2024-04-10 13:30:00+00:00,513.8604125976562,516.1599731445312,512.0900268554688,513.47998046875,47578967
2024-04-10 17:30:00+00:00,514.1599731445312,515.0700073242188,512.2899780273438,513.8800048828125,30102740
2024-04-11 13:30:00+00:00,517.510009765625,517.9099731445312,512.0800170898438,515.5,36583395
2024-04-11 17:30:00+00:00,518.0499877929688,519.47998046875,516.9600219726562,517.52001953125,25126877
2024-04-12 13:30:00+00:00,509.70001220703125,515.8150024414062,509.4700012207031,514.3699951171875,51670254
2024-04-12 17:30:00+00:00,510.82000732421875,511.4150085449219,509.0799865722656,509.69000244140625,33393084
2024-04-15 13:30:00+00:00,506.57000732421875,515.2999877929688,506.54998779296875,515.1300048828125,42661801
2024-04-15 17:30:00+00:00,504.5,506.8500061035156,503.5799865722656,506.5799865722656,39564126
2024-04-16 13:30:00+00:00,504.3299865722656,505.3599853515625,502.4200134277344,504.94000244140625,33185887
2024-04-16 17:30:00+00:00,503.5,506.5,502.5299987792969,504.3399963378906,33691593
2024-04-17 13:30:00+00:00,501.7699890136719,506.2200012207031,499.1199951171875,506.04998779296875,41068281
2024-04-17 17:30:00+00:00,500.510009765625,504.0299987792969,500.3599853515625,501.79998779296875,28264724
2024-04-18 13:30:00+00:00,500.26910400390625,504.1300048828125,498.8700866699219,501.9800109863281,37213181
2024-04-18 17:30:00+00:00,499.5,500.8299865722656,498.55999755859375,500.2699890136719,28817331
2024-04-19 13:30:00+00:00,496.5325012207031,500.4549865722656,495.0799865722656,499.44000244140625,49068180
