date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2010-01-04,85.2791976928711,85.32434499347764,83.9096740780453,84.5568121781178,118944600
2010-01-05,85.50495147705078,85.5425780599743,84.91801352591102,85.22653543105451,111579900
2010-01-06,85.56512451171875,85.77581953068422,85.35442949275328,85.42215043127418,116074400
2010-01-07,85.92636108398438,86.03170864374681,85.16634876768842,85.40714401014705,131091100
2010-01-08,86.21229553222656,86.24992211760791,85.52753645817107,85.70060497249911,126402800
2010-01-11,86.33269500732422,86.63368472282647,85.96397284611555,86.59606387889411,106375700
2010-01-12,85.5274887084961,85.94135221157798,85.19639331322445,85.76075733279693,163333500
2010-01-13,86.24988555908203,86.49068067682907,85.30927873335006,85.74571593732327,161822000
2010-01-14,86.48316192626953,86.64118319816191,86.09939269966858,86.15206645696605,115718800
2010-01-15,85.5124740600586,86.41545459912797,85.18137851659503,86.33268645427233,212283100
2010-01-19,86.58100891113281,86.6336826842073,85.47485393555792,85.49743333059901,139172700
2010-01-20,85.70059967041016,86.12198984375853,85.01584063871904,85.99406864699355,216490200
2010-01-21,84.05264282226562,85.98653066742364,83.94729529303599,85.72316184434953,344859600
2010-01-22,82.17894744873047,84.08273499998181,82.08864711462425,83.67639210801765,345942400
2010-01-25,82.60034942626953,83.08194553654465,82.32945986694172,82.93144495801803,186937500
2010-01-26,82.25420379638672,83.12708989792152,82.05103519882802,82.27677744711437,211168800
2010-01-27,82.64549255371094,82.83361394853901,81.5167641847425,82.14884931568032,271863600
2010-01-28,81.69737243652344,82.96154864552422,81.20073485852865,82.9164013405275,316104000
2010-01-29,80.80944061279297,82.62293394472994,80.68151941886666,82.0510431928688,310677600
2010-02-01,82.06607055664062,82.07359701946825,80.89219495992643,81.38131170556035,187865000
2010-02-02,83.05936431884766,83.21738561707068,81.93063583924612,82.2165840616582,216327900
2010-02-03,82.64549255371094,83.1346093284658,82.40469739797138,82.68311338807094,172730700
2010-02-04,80.0946044921875,82.04354030167096,80.07955155857078,82.0059194496533,356715700
2010-02-05,80.26012420654297,80.42566623126487,78.69495263727187,80.18487104683932,493585800
2010-02-08,79.68070983886719,80.76429107753295,79.62050960538348,80.32032153185341,224166900
2010-02-09,80.68152618408203,81.38133818854931,79.96666124906098,80.61379947861184,337820500
2010-02-10,80.52350616455078,80.96747002589821,79.84626780392581,80.55360628513533,240511500
2010-02-11,81.36626434326172,81.45656468034049,79.95159350841735,80.41813663847691,223591600
2010-02-12,81.29850006103516,81.34364733500463,80.14719864676263,80.50838832053117,304622100
2010-02-16,82.57778930664062,82.66056320314178,81.13301796209291,81.91560387564233,159317500
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100
2010-02-18,83.45817565917969,83.63124412186131,82.80351115957858,82.83361127069911,193708600
2010-02-19,83.6312484741211,83.95481750924432,83.04431062924863,83.23995849120928,222684900
2010-02-22,83.64631652832031,83.96235915717541,83.3979948595011,83.93978550383012,132346900
2010-02-23,82.63043212890625,83.67638652995502,82.41221064178696,83.4205442118896,207497000
2010-02-24,83.39045715332031,83.52590479614365,82.66807163859916,82.87876669609994,176350700
2010-02-25,83.277587890625,83.33778812218999,81.97579089383996,82.20153315069358,259634700
2010-02-26,83.33026123046875,83.61620945843039,82.85619732659927,83.3528348819373,173589300
2010-03-01,84.19562530517578,84.27839919223469,83.65383467752119,83.67640833017174,147709700
2010-03-02,84.42890167236328,84.83524467985085,84.27840681374309,84.55682861730239,160992400
2010-03-03,84.50416564941406,85.0083298053782,84.29346478298532,84.64713406108336,150785000
2010-03-04,84.75997924804688,84.88037970217941,84.30096256343346,84.6170051440169,135770400
2010-03-05,85.97148132324219,86.0392022727575,85.10612171970786,85.30929605027302,176118800
2010-03-08,85.9865493774414,86.17467082642952,85.83605451465532,85.9790286530098,114631200
2010-03-09,86.12948608398438,86.5283024639521,85.68552241300401,85.73066970401665,154556700
2010-03-10,86.51326751708984,86.7465362083268,86.0918774320142,86.1671248413478,186088800
2010-03-11,86.87446594238281,86.89704533431717,86.04673287609657,86.31010170523176,160791100
2010-03-12,86.8819808959961,87.26575013389878,86.64118574968658,87.2506972079368,162074800
2010-03-15,86.90455627441406,86.96475649744247,86.23484458099857,86.73148780946899,146816800
2010-03-16,87.59686279296875,87.6796309379561,86.90457158816965,87.14536678170533,168673000
2010-03-17,88.1160888671875,88.40203715463578,87.60439827708193,87.86024644264033,177468100
2010-03-18,88.0709228515625,88.24399133941138,87.71725367072781,88.12359661843085,196509100
2010-03-19,87.6251220703125,88.6224932281486,87.28510563819593,87.6251220703125,226641100
2010-03-22,88.0936050415039,88.25228287912785,87.07356699260308,87.1264576835934,184477800
2010-03-23,88.71315002441406,88.78870729687993,87.93489340052949,88.22201910641033,182941600
2010-03-24,88.28247833251953,88.72827612514631,87.33044614118708,88.3807079936779,196072600
2010-03-25,88.13895416259766,89.28744034089239,88.03317276846472,88.87942392152813,223396300
2010-03-26,88.08600616455078,88.72069411647638,87.7384381292606,88.30512627118696,205808500
2010-03-29,88.64514923095703,88.80382124109909,88.16913320053088,88.53181043381251,134513500
2010-03-30,88.70562744140625,89.0305290289263,88.3353926255145,88.75096066977795,145772500
2010-03-31,88.40337371826172,88.79627506500736,88.10869626703963,88.36559219286343,161078700
2010-04-01,89.00784301757812,89.34785368557388,88.47893048834415,89.00784301757812,161215200
2010-04-05,89.73319244384766,89.7936348062832,89.09849863874373,89.34784283948638,105847600
2010-04-06,89.94478607177734,90.1034581364858,89.3780976558246,89.47632157264812,110384200
2010-04-07,89.43098449707031,90.18656901917151,89.01541070405369,89.76344353148362,184576300
2010-04-08,89.74076080322266,89.89188114900482,88.8567283978411,89.12118179714518,158704000
2010-04-09,90.33012390136719,90.36789966532615,89.76343556011558,89.92965929790844,133006500
2010-04-12,90.47367095947266,90.70790603441972,90.33766554212158,90.44344689287783,110279000
2010-04-13,90.54168701171875,90.7003590561862,89.91455052788177,90.38301496725131,125043600
2010-04-14,91.56929779052734,91.56929779052734,90.73059843918364,90.87415559051027,161609000
2010-04-15,91.64485168457031,91.85641443835736,91.38794993736269,91.4181740114255,144615300
2010-04-16,90.18655395507812,91.64483206973956,89.72564701241068,91.3199305489191,366786700
2010-04-19,90.52657318115234,90.6172453925017,89.51409276201865,89.92210906611271,217947800
2010-04-20,91.33502197265625,91.41058500930036,90.57188603147378,91.093235243486,157708000
2010-04-21,91.16883850097656,91.59952148246029,90.66259244951266,91.38795295702984,192910100
2010-04-22,91.44081115722656,91.55414995727332,90.00520557213696,90.52655482891076,115360300
2010-04-23,92.03773498535156,92.07551651164977,91.14614515243854,91.3803802391146,177335500
2010-04-26,91.69014739990234,92.27195049943475,91.59948097946116,92.06793952414145,143457300
2010-04-27,89.52163696289062,91.68260291582303,89.34785002470474,91.16125363056766,355853300
2010-04-28,90.20166778564453,90.42834542203191,89.36296860152365,89.9523293032005,300674100
2010-04-29,91.31993103027344,91.50882713024262,90.72301866261265,90.74568527226471,193775000
2010-04-30,89.77098846435547,91.43327774656133,89.74832185274413,91.33504807670955,270000900
2010-05-03,90.93458557128906,91.18392981827863,90.06566231837657,90.20166774722071,182747900
2010-05-04,88.7962875366211,89.93722174100905,88.34293799142492,89.92211258751848,360353400
2010-05-05,88.2673568725586,89.00783201610197,87.62511137647594,88.07090334228779,328973200
2010-05-06,85.33570098876953,88.40337170052675,79.33635921842144,87.84424087823261,647356600
2010-05-07,84.06633758544922,85.96285063144872,82.6685073385326,85.1090421760062,637558800
2010-05-10,87.76869201660156,88.13892678104835,86.82421145907779,87.50423284877343,396159600
2010-05-11,87.51936340332031,88.67540688993984,86.82422697229656,86.94511750764062,317849800
2010-05-12,88.74339294433594,88.87184668428398,87.71579761266341,87.86691796417524,235607100
2010-05-13,87.64022827148438,88.9171676841238,87.56467098844118,88.50159398040944,234452500
2010-05-14,86.05351257324219,87.14155602623315,85.28281897047482,86.98288398344728,345601400
2010-05-17,86.09883880615234,86.52952167722357,84.4516646078244,86.28773490337045,325739800
2010-05-18,84.92770385742188,87.0584520398844,84.64813550100227,86.8015502974294,360556800
2010-05-19,84.44410705566406,85.20724308492903,83.38628783170499,84.45165874847983,394742700
2010-05-20,81.25554656982422,83.03116874601291,81.20265589273438,82.64581909027191,530418300
2010-05-21,82.44185638427734,82.64586173985798,79.60841343943595,80.0239873772078,500909400
2010-05-24,81.38402557373047,82.65340807268558,81.30846825830591,81.99604732271919,269823000
2010-05-25,81.46710968017578,81.50489120599129,78.8678975025897,79.41947665037799,396505200
2010-05-26,80.97600555419922,82.71385255500083,80.73421869679366,81.9658253656295,349719300
2010-05-27,83.68855285644531,83.71877693254545,82.19249279508068,82.50228525161724,300870500
2010-05-28,82.63826751708984,83.65830529939271,82.24536040272115,83.59785716415884,297933500
2010-06-01,81.24800109863281,83.07651422167967,81.1271105751569,81.86758016365911,277909400
2010-06-02,83.36363220214844,83.3711838959587,81.23288432334864,81.66356722125546,240243700
2010-06-03,83.65076446533203,83.915217903721,82.79695600291831,83.60543123722323,226618300
2010-06-04,80.71151733398438,82.60803560308636,80.43950651591992,82.06401396695743,398475600
2010-06-07,79.70657348632812,81.30841402224203,79.64613113309821,80.99862174159578,264609100
2010-06-08,80.5604248046875,80.71909686450654,79.07192235564132,79.76705874093977,357774300
2010-06-09,80.1297378540039,81.81468804656585,79.78972137308467,81.02887948144532,268023300
2010-06-10,82.47206115722656,82.5702850810404,80.12219256400337,81.49735632066249,317890600
2010-06-11,82.87252044677734,82.92541113901338,81.69381029714415,81.74670098938017,214128200
2010-06-14,82.74406433105469,83.96055589782722,82.66094957074209,83.50720056352121,207196100
2010-06-15,84.62544250488281,84.70099978276059,83.18227370941895,83.32583657264227,238268700
2010-06-16,84.59522247314453,84.94279057967022,84.02097675752985,84.18720623557498,216374000
2010-06-17,84.73124694824219,84.87480985060697,83.90766259492342,84.8370283190418,263185800
2010-06-18,84.82308197021484,85.12674897146509,84.5497770354282,84.8989987205274,174006600
2010-06-21,84.58015441894531,85.93908004118258,84.10946124667757,85.87835010933951,213140700
2010-06-22,83.18328094482422,84.9521702161065,83.0618152610016,84.58017395729634,239355400
2010-06-23,82.92515563964844,83.53249559086773,82.35577117733635,83.2364161338317,254639900
2010-06-24,81.55103302001953,82.62147853451472,81.33846375838081,82.51519390369536,268523600
2010-06-25,81.89265441894531,82.31019946306117,81.05755274655948,81.79395742562131,238726500
2010-06-28,81.63452911376953,82.23428130823285,81.33844972299455,82.01411867036072,169218600
2010-06-29,79.11408233642578,81.61937660224373,78.61302695850958,80.48819515801058,373649500
2010-06-30,78.36248779296875,79.62272241137237,78.10436382066831,78.89391098288382,284101700
2010-07-01,78.01325225830078,78.56744980263801,76.77578651811393,78.30933166792255,382924800
2010-07-02,77.588134765625,78.51433458903672,77.147815101971,78.27899082121482,233385200
2010-07-06,78.09678649902344,79.23555559225579,77.3451947271931,78.68135208503456,256935300
2010-07-07,80.5565414428711,80.6552326979101,78.21067365267754,78.2941838654337,253769400
2010-07-08,81.3536605834961,81.44475839706215,80.40468641165843,81.2321891093031,210842100
2010-07-09,81.96102905273438,81.96862247052917,81.17907499020998,81.33090859362184,144999900
2010-07-12,82.01414489746094,82.17357186716275,81.34606914936586,81.68769754271564,131283600
2010-07-13,83.25159454345703,83.57803604177303,82.69739117434118,82.86441152646042,213025900
2010-07-14,83.24400329589844,83.57045059478736,82.64425101226166,82.98587934715755,184426800
2010-07-15,83.26681518554688,83.55530133601488,82.12045241697064,83.21367284751118,232337900
2010-07-16,80.97406768798828,82.90997144614516,80.81463493644362,82.81886784413085,282693400
2010-07-19,81.45238494873047,81.7105032482804,80.64006295885123,81.27018345539635,186709000
2010-07-20,82.35577392578125,82.41650386847512,80.33635418518969,80.37431546744202,258162400
2010-07-21,81.28530883789062,82.80366709080131,80.9512681687856,82.78089264373999,264527000
2010-07-22,83.09979248046875,83.4642012113726,82.24192167791131,82.24950930307993,274781300
2010-07-23,83.82099914550781,83.9424648359041,82.69741110092691,82.9327548581241,222020800
2010-07-26,84.69404602050781,84.77755621196785,83.72989079921298,83.96523454310285,184445700
2010-07-27,84.68647003173828,85.24826120340317,84.35242922000694,85.15715758418202,204855600
2010-07-28,84.13986206054688,84.7699824108235,83.85896357146363,84.51185837911031,163056200
2010-07-29,83.72987365722656,84.89141689254085,83.0617980543999,84.66366081844576,220149100
2010-07-30,83.71468353271484,84.16260224957307,82.73534751207912,82.87958761405267,220070600
2010-08-02,85.60506439208984,85.7417169055986,84.67886466631703,85.02049305404954,188263200
2010-08-03,85.19510650634766,85.61265166832008,84.91420806525157,85.39249475663352,146657300
2010-08-04,85.76448059082031,85.87076522219579,85.1495472532796,85.43043986816707,158171700
2010-08-05,85.67337036132812,85.7189250513027,85.08880493403186,85.21786400612515,140473800
2010-08-06,85.32413482666016,85.46078729032298,84.20814067209322,84.8306672749846,239728300
2010-08-09,85.77967071533203,85.92391664122884,85.2710219552772,85.72652839401405,120800400
2010-08-10,85.31656646728516,85.77207867463939,84.5497995552007,85.05085487438073,242916300
2010-08-11,82.97830963134766,84.03356851992257,82.84165710948506,84.00320064927764,273406900
2010-08-12,82.46964263916016,82.76572209333492,81.68768891187409,81.7256501924927,239542600
2010-08-13,82.2267074584961,82.72017515788465,82.12801623544972,82.21152642113448,158698500
2010-08-16,82.18875122070312,82.45446281269965,81.36883620076104,81.66491565928263,147895300
2010-08-17,83.19843292236328,83.8057785055691,82.65941646850459,82.89476592283712,172270300
2010-08-18,83.35028839111328,83.79820135680058,82.68221275358587,83.16049358353503,182922100
2010-08-19,81.90025329589844,83.12253232029066,81.55862495902666,82.91755647658317,265847600
2010-08-20,81.63452911376953,81.94579533037125,81.04237033221958,81.65730356043268,209714200
2010-08-23,81.32331085205078,82.4241188200583,81.28534955987949,82.02175460819458,163490300
2010-08-24,80.11619567871094,80.76909038144692,79.69105709723776,80.43504961481582,280677800
2010-08-25,80.42749786376953,80.73116510478938,79.17485022227794,79.67590580362577,272234800
2010-08-26,79.88842010498047,80.91331074264254,79.62270278344698,80.80702613085991,224439500
2010-08-27,81.12591552734375,81.20942572921878,79.19000563599256,80.38951054285268,272649000
2010-08-30,79.94915771484375,81.16384903836705,79.94157009332791,80.91331851848456,167238600
2010-08-31,79.94915771484375,80.45781216820207,79.32663101797293,79.65307829755625,273933100
2010-09-01,82.34059143066406,82.4544694913374,80.97407207882038,81.0272144015241,256828100
2010-09-02,83.10736846923828,83.12254950847219,82.36337012103724,82.53798392866206,156112200
2010-09-03,84.18536376953125,84.2612805155554,83.47173361433603,83.91965226240849,212197300
2010-09-07,83.2364273071289,83.89691545722019,83.1681039426776,83.79063080668767,141973700
2010-09-08,83.82099914550781,84.15503413815694,83.36548687830424,83.40344816459756,149924400
2010-09-09,84.20813751220703,84.78511520291876,83.98038727603301,84.762340758509,147017900
2010-09-10,84.6333236694336,84.73201490816126,84.17022376326352,84.36001861687161,127819000
2010-09-13,85.57470703125,85.74931505812589,85.1267881517173,85.46842237347875,178503500
2010-09-14,85.52153778076172,86.00741200393169,85.08880586974853,85.40765974268928,209823600
2010-09-15,85.84800720214844,85.9466984381493,85.01291102776223,85.27102924133943,168608400
2010-09-16,85.82523345947266,85.87837578577255,85.29380440439456,85.58229628323326,199962900
